SN,identifier,group_name,fiscal_year_id,date,district_id,rural_municipality_id,ward_no,component_id,sub_component_id,group_type_id,,,,,,,,
176,A-1-A-1229,Shree Baba Dihbar Krishak Samuha,2077/078,2077-06-28,22,Rajgadh,6,Component A,Crop,FFS (Crop),,,,,,,,
177,A-1-A-1230,Khan Tole Bali Utpadan Krishak Samuha,2077/078,2077-06-25,22,Rajgadh,6,Component A,Crop,FFS (Crop),,,,,,,,
178,A-1-A-1232,Shree Bar Pipal Krishak Samuha,2077/078,2077-05-26,22,Rajgadh,3,Component A,Crop,Others,,,,,,,,
179,A-1-A-1233,Shree Hariyali Bali Utpadan Krishak Samuha Baniniya,2077/078,2077-06-26,22,Rajgadh,2,Component A,Crop,Others,,,,,,,,
180,A-1-A-1234,Shree Janamukhi Krishak Samuha,2077/078,2077-06-19,22,Rajgadh,6,Component A,Crop,Others,,,,,,,,
181,A-1-A-1235,Shree Ma Durga Bali Utpadan Krishak Samuha,2077/078,2077-12-23,22,Rajgadh,2,Component A,Crop,Others,,,,,,,,
182,A-1-A-1236,Shree Jay Mata Di Bali Utpadan Krishak Samuha,2077/078,2077-06-23,22,Rajgadh,2,Component A,Crop,Others,,,,,,,,
183,A-1-A-1237,Shree Ma Laxmi Bali Utpadan Krishak Samuha,2077/078,2077-12-21,22,Rajgadh,2,Component A,Crop,Others,,,,,,,,
184,A-1-A-1239,Shree Baba Sasiya Maharaj Krishak Samuha,2077/078,2077-06-17,22,Rajgadh,6,Component A,Crop,Others,,,,,,,,
185,A-2-C-1240,Ma Gayatri Pashupalan Krishak Samuh,2077/078,2077-06-11,21,164,4,Component A,Livestock,Others,,,,,,,,
186,A-2-D-1241, Jay Ma Laxmi Pashupalan Krishak Samuha,2077/078,2077-06-20,21,Bariyarpatti,3,Component A,Livestock,Others,,,,,,,,
187,A-2-D-1242, Ma Durga Pashupalan Krishak Samuha,2077/078,2077-06-23,21,Bariyarpatti,3,Component A,Livestock,Others,,,,,,,,
188,A-2-D-1243,Jay Mahadev Pashupalan Krishak Samuha,2077/078,2077-06-29,21,Bariyarpatti,4,Component A,Livestock,Others,,,,,,,,
189,A-2-C-1244,Yagya Bhumi Pashupalan Krishak Samuha,2077/078,2077-05-31,21,164,4,Component A,Livestock,Others,,,,,,,,
190,A-2-C-1245,Bhairab Pashupalan Krishak Samuha,2077/078,2077-06-20,21,164,3,Component A,Livestock,Others,,,,,,,,
191,A-2-C-1246,Pashupati Pashupalan Krishak Samuha,2077/078,2077-06-22,21,164,4,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
192,A-2-C-1248,Ram Janaki Pashupalan Krishak Samuha,2077/078,2077-06-24,21,164,2,Component A,Livestock,Others,,,,,,,,
193,A-2-C-1249,Shankar Pashupalan Krishak Samuha,2077/078,2077-06-25,21,164,5,Component A,Livestock,Others,,,,,,,,
194,A-2-C-1250,Laxmi Pashupalan Krishak Samuha,2077/078,2077-06-24,21,164,5,Component A,Livestock,Others,,,,,,,,
195,A-2-C-1251,Krishna Pashupalan Krishak Samuha,2077/078,2077-06-24,21,164,5,Component A,Livestock,Others,,,,,,,,
196,A-2-C-1252,Radha Krishna Pashupalan Krishak Samuha,2077/078,2077-06-23,21,164,3,Component A,Livestock,Others,,,,,,,,
197,A-2-C-1253,Aarti Pashupalan Krishak Samuha,2077/078,2077-06-26,21,164,3,Component A,Livestock,Others,,,,,,,,
198,C-6-R-1268,Bridi Bikash Kukhura Palan  Krishak   Samuha ,2077/078,2077/06/30,28,Lisankhu Pakhar,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
199,C-6-R-1271,Yakata Kukhura Palan krishak Samuha ,2077/078,2077-09-02,28,Lisankhu Pakhar,2,Component A,Livestock,FFS (Poultry),,,,,,,,
200,C-6-R-1274,Ganesthan Bakhrapalan Krisahak Samuha ,2077/078,2077-06-08,28,Lisankhu Pakhar,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
201,C-6-R-1276,Janajagarna Dugdha Utpadan Prabardan Krishak Samuha ,2077/078,2077/07/01,28,Lisankhu Pakhar,7,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
202,C-6-R-1277,Janamukhi Bakhra Palan Samuha,2077/078,2077-06-07,28,Lisankhu Pakhar,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
203,C-6-R-1278,Jiban Rakshya Bakhra Palan Krishak Samuha ,2077/078,2077-06-27,28,Lisankhu Pakhar,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
204,C-6-R-1286,Kanchanjanga Kukhura Palan Krishak Samuha ,2077/078,2077-07-02,28,Lisankhu Pakhar,7,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
205,C-6-R-1287,Latteswori Mahadev Bakhrapalan Krishak  Samuha,2077/078,2077-07-08,28,Lisankhu Pakhar,6,Component A,Livestock,FFS (Goat),,,,,,,,
206,C-6-R-1288,New Vision Kukhura Palan Krishak Samuha ,2077/078,2077-09-13,28,Lisankhu Pakhar,1,Component A,Livestock,FFS (Poultry),,,,,,,,
207,C-6-R-1291,Paiyu Kharka Bakhra Palan Krishak Samuha,2077/078,2077-09-26,28,Lisankhu Pakhar,4,Component A,Livestock,FFS (Goat),,,,,,,,
208,C-6-R-1292,Sadabahar Kukhura Palan krishak Samuha,2077/078,2077-06-28,28,Lisankhu Pakhar,7,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
209,A-2-C-1293,Laxmi Pashupalan Krishak Samuha 164 Kamalpur,2077/078,2077-06-11,21,164,4,Component A,Livestock,Others,,,,,,,,
210,C-6-R-1294,Sagarmatha Kukhura Palan Krishak Samuha,2077/078,2077-09-07,28,Lisankhu Pakhar,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
211,C-6-R-1295,Saya Patri Bakhra Palan Krishak Samuha,2077/078,2077-04-28,28,Lisankhu Pakhar,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
212,C-6-R-1296,Thulobandan Dugdha Utpadan Prawardham Krishak Samuha,2077/078,2077-06-07,28,Lisankhu Pakhar,6,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
213,C-6-R-1297,Wafal Bakhra Palan Krishak  Samuha ,2077/078,2077-06-30,28,Lisankhu Pakhar,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
214,C-5-P-1299,Srijansil Bakhra Palan Krishak Samuha,2077/078,2077-04-30,25,Tamakoshi,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
215,C-5-P-1300,Bahundi Bhakrapalan Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,4,Component A,Livestock,FFS (Goat),,,,,,,,
216,C-5-P-1301,Bhagya Dugdha Utpadan Prawardan KrishakSamuha  ,2077/078,2077-06-10,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
217,C-5-P-1302,Bhangeri Bhakhra Palan Krishak Samuha,2077/078,2077-06-24,25,Tamakoshi,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
218,C-5-P-1305,Bohore Bakhrapalan Utpadan Parwardhan Krishak Samuha ,2077/078,2077-06-26,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
219,C-5-P-1309,Chardham Bakhra Palan Krishak Samuha ,2077/078,2077-06-12,25,Tamakoshi,1,Component A,Livestock,FFS (Goat),,,,,,,,
220,C-5-P-1310,Chyama Dudha Utpadan Parwardhan Krishak Samuha ,2077/078,2077-06-24,25,Tamakoshi,6,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
221,C-5-P-1311,Jiribari Bakhra  Palan Utpadan Parwardhan Krishak Samuha ,2077/078,2077-04-30,25,Tamakoshi,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
222,C-5-P-1317,Balbatika Poshan Samuha,2077/078,2077/06/30,25,Tamakoshi,6,Component C,Nutrition,NFS (Nutrition),,,,,,,,
223,C-5-P-1318,Chanaute Poshan Samuha,2077/078,1900-01-29,25,Tamakoshi,3,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
224,C-5-P-1319,Golmeshwor Poshan Samuha,2077/078,2077-05-06,25,Tamakoshi,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
225,C-5-P-1320,Jagadambika Poshan Samuha,2077/078,2077-08-06,25,Tamakoshi,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
226,C-5-P-1321,Kalidevi Poshan Samuha,2077/078,2077-09-01,25,Tamakoshi,5,Component C,Nutrition,NFS (Nutrition),,,,,,,,
227,C-5-P-1322,Kalikadevi Poshan Samuha,2077/078,2077/06/30,25,Tamakoshi,5,Component C,Nutrition,NFS (Nutrition),,,,,,,,
228,C-5-P-1323,Laligurash Poshan Samuha,2077/078,2077-06-23,25,Tamakoshi,1,Component C,Nutrition,NFS (Nutrition),,,,,,,,
229,C-5-P-1324,Kaleri Kukhura Palana Samuna ,2077/078,2077-06-21,25,Tamakoshi,5,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
230,C-5-P-1325,Kundeshwori Kukhura Palan Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,5,Component A,Livestock,FFS (Poultry),,,,,,,,
231,C-5-P-1326,Laligurash Kukhura Palan Utpadan Parwardhan Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
232,C-5-P-1327,Pokhare Poshan Samuha,2077/078,1900-01-23,25,Tamakoshi,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
233,C-5-P-1328,Sadabahar Poshan Samuha,2077/078,1900-01-27,25,Tamakoshi,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
234,C-5-P-1329,Setidevi Poshan Samuha,2077/078,2077-06-06,25,Tamakoshi,3,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
235,C-5-P-1330,Sidheshwor Poshan Samuha,2077/078,1900-01-28,25,Tamakoshi,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
236,C-5-P-1331,Srijanshil Poshan Samuha,2077/078,2077-05-06,25,Tamakoshi,3,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
237,C-5-P-1332,Tallotar Indrawati Poshan Samuha,2077/078,1900-01-26,25,Tamakoshi,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
238,C-5-P-1333,Majhighaun Kukhura Palan Utpadan Parwardhan Krishak Samuha,2077/078,2077-04-28,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
239,C-5-P-1334,Manedanda Kukhura Palan Krishak Samuha,2077/078,2077-06-06,25,Tamakoshi,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
240,C-5-P-1340,Milijuli Bhakhra Palan Krishak Samuha ,2077/078,2077-06-10,25,Tamakoshi,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
241,C-5-P-1345,Odare Gairagaun Kukhura Palan Utpadan Parwardhan Krishak Samuha ,2077/078,2077-10-29,25,Tamakoshi,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
242,C-5-P-1346,Panighat Bakhra Palan Krishak Samuna ,2077/078,2077-06-12,25,Tamakoshi,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
243,C-5-P-1347,Phewatal Bakhra Palan Utpadan Parwardhan Krishak Samuha  ,2077/078,2077-06-22,25,Tamakoshi,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
244,C-5-P-1348,Pipalbot Bakhrapalan Utpadan Parwardhan Krishak samuha,2077/078,2077-06-26,25,Tamakoshi,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
245,C-5-P-1349,Ritthabot Pasupanchi Palak Krishak Samuha,2077/078,2077-09-17,25,Tamakoshi,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
246,C-5-P-1350,Shahartol Bakhra Palan Utpadan Parwardhan Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
247,C-6-R-1386,Aattarpur Poshan Samuha,2077/078,2077-04-28,28,Lisankhu Pakhar,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
248,C-6-R-1387,Barna Poshan Samuha,2077/078,2077-05-06,28,Lisankhu Pakhar,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
249,C-6-R-1388,Bridhibikash Poshan Samuha,2077/078,1900-01-25,28,Lisankhu Pakhar,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
250,C-6-R-1389,Dadapakhar Poshan Samuha,2077/078,2077-01-07,28,Lisankhu Pakhar,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
251,C-6-R-1390,Dipjyoti Poshan Samuha,2077/078,2077-02-09,28,Lisankhu Pakhar,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
252,C-6-R-1391,Harishiddhi Poshan Samuha,2077/078,1900-01-27,28,Lisankhu Pakhar,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
253,C-6-R-1392,Jethal Poshan Samuha,2077/078,2077-08-06,28,Lisankhu Pakhar,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
254,C-6-R-1393,Khani31 Poshan Samuha,2077/078,1900-01-23,28,Lisankhu Pakhar,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
255,C-6-R-1394,Kopila Poshan Samuha,2077/078,2077-07-06,28,Lisankhu Pakhar,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
256,C-6-R-1395,Laliguraash Poshan Samuha,2077/078,2077-06-23,28,Lisankhu Pakhar,7,Component C,Nutrition,NFS (Nutrition),,,,,,,,
257,C-6-R-1396,Lishankhughyangdada Poshan Samuha,2077/078,1900-01-20,28,Lisankhu Pakhar,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
258,C-6-R-1397,Makhamali Poshan Samuha,2077/078,1900-01-18,28,Lisankhu Pakhar,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
259,C-6-R-1398,Petku Poshan Samuha,2077/078,2077-03-07,28,Lisankhu Pakhar,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
260,C-6-R-1399,Sagarmatha Poshan Samuha,2077/078,1900-01-20,28,Lisankhu Pakhar,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
261,C-6-R-1400,Sayapatri Poshan Samuha,2077/078,2077-02-07,28,Lisankhu Pakhar,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
262,C-6-R-1401,Setidebi Poshan Samuha,2077/078,1900-01-28,28,Lisankhu Pakhar,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
263,C-6-R-1402,Sildhunga Poshan Samuha,2077/078,1900-01-27,28,Lisankhu Pakhar,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
264,C-6-R-1403,Subhakamana Poshan Samuha,2077/078,2077-09-08,28,Lisankhu Pakhar,3,Component C,Nutrition,NFS (Nutrition),,,,,,,,
265,C-6-R-1404,Timmure Poshan Samuha,2077/078,2077-02-07,28,Lisankhu Pakhar,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
266,C-5-K-1405,Balambu Bakhra Palan Krishak Samuha,2077/078,2077-06-15,25,Kalinchok,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
267,C-5-K-1406,Begumpa kukhra Palan Krisak Samuha ,2077/078,2021-06-08,25,Kalinchok,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
268,C-5-K-1407,Bhadaure Dugdha Utpadan Parwardhan Samuha,2077/078,2077-09-04,25,Kalinchok,7,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
269,C-5-K-1408,Bhimeswor Dugda Utpadan Prabardhan Krisak Samuha,2077/078,2077-06-27,25,Kalinchok,9,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
270,C-5-K-1409,Devisthyan Kukhurapalan Krisak Samuha ,2077/078,2077-11-24,25,Kalinchok,8,Component A,Livestock,FFS (Poultry),,,,,,,,
271,C-6-Q-1410,Jagaran Poshan Samuha,2077/078,2077-06-04,28,Indrawati,8,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
272,C-5-K-1412,Godawari Gai Bhaisi Palan Krishak Shamuha,2077/078,2077-06-14,25,Kalinchok,6,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
273,C-6-Q-1413,Laganshil Poshan Samuha,2077/078,2077-07-06,28,Indrawati,9,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
274,C-5-K-1415,Himali Bakhra Palan Krishak Samuha,2077/078,2077-06-25,25,Kalinchok,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
275,C-6-Q-1416,Mahila Sachetana Poshan Samuha,2077/078,2077-11-06,28,Indrawati,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
276,C-6-Q-1419,Milanchok Poshan Samuha,2077/078,2077-06-06,28,Indrawati,8,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
277,C-5-K-1420,Juneli Kukura Palan Utpadan Parwardhan Krishak Samuha,2077/078,2077-08-30,25,Kalinchok,9,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
278,C-6-Q-1422,Namuna Poshan Samuha,2077/078,2077-09-06,28,Indrawati,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
279,C-6-Q-1423,Pragatishil Poshan Samuha,2077/078,1900-01-21,28,Indrawati,9,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
280,C-6-Q-1424,Rammandir Balbalika Poshan Samuha,2077/078,1900-01-22,28,Indrawati,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
281,C-5-K-1425,Lakaigau Bakhra PalanKrishak Samuha,2077/078,2077-06-15,25,Kalinchok,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
282,C-5-K-1426,Laligurash Kukhra Palan Krishak Samuha,2077/078,2077-06-14,25,Kalinchok,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
283,C-5-K-1427,Laligurash Bakhra Palan Krishak Samuha,2077/078,2021-06-08,25,Kalinchok,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
284,C-6-Q-1428,Srijanshill Poshan Samuha,2077/078,1900-01-14,28,Indrawati,8,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
285,C-5-K-1429,Lalupate Kukhura Palan Krishak Samuha,2077/078,2077-06-15,25,Kalinchok,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
286,C-6-Q-1430,Suryamukhi Poshan Samuha,2077/078,1900-01-23,28,Indrawati,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
287,C-6-Q-1431,Sundar Sansar Poshan Samuha,2077/078,2077-09-09,28,Indrawati,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
288,C-5-K-1432,Makhamali Kukhra Palan Krishak Samuha,2077/078,2077-04-29,25,Kalinchok,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
289,C-5-K-1433,Milijuli Bakhra Palan Krishak Samuha,2077/078,2077-06-14,25,Kalinchok,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
290,C-5-K-1434,Setidevi Kukhura Palan  Krishak Samuha,2077/078,2021-06-08,25,Kalinchok,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
291,C-5-K-1435,Setidevi Bakhrapalan Krishak Samuha,2077/078,2077-06-23,25,Kalinchok,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
292,C-5-K-1436,Sakhalpu Bakhrapalan Krisk Samuha ,2077/078,2077-10-04,25,Kalinchok,8,Component A,Livestock,FFS (Goat),,,,,,,,
293,C-5-K-1437,Sisneri Bakhrapalan Krisak Samuha ,2077/078,2077-11-15,25,Kalinchok,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
294,C-5-K-1438,Sringeswori Bakhra Palan Krisak Samuha,2077/078,2077-06-23,25,Kalinchok,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
295,C-5-K-1439,Sungabha Bakhra Palan Krisak Samuha,2077/078,2021-06-08,25,Kalinchok,9,Component A,Livestock,Promotion Program (Goat),,,,,,,,
296,C-5-K-1440,Utpadansil Gai Vaisi Palan Krishak Samuha,2077/078,2077-06-09,25,Kalinchok,8,Component A,Livestock,FFS (Dairy),,,,,,,,
297,C-6-Q-1441,Aaweswar mahadev Bakhrapalan Krishak Samuha,2077/078,2077-06-16,28,Indrawati,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
298,C-6-Q-1442,Badegaun Bakhrapalan Krishak Samuha,2077/078,2077-06-23,28,Indrawati,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
299,C-6-Q-1444,Bhumedada Poshan Samuha,2077/078,2077-12-10,28,Indrawati,3,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
300,C-6-Q-1445,Bhumesthan Poshan Samuha,2077/078,1900-01-15,28,Indrawati,3,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
301,C-6-Q-1446,Dharapani Poshan Samuha,2077/078,1900-01-16,28,Indrawati,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
302,C-6-Q-1447,Golmakot Poshan Samuha,2077/078,1900-01-27,28,Indrawati,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
303,C-6-Q-1448,Indreni Poshan Samuha,2077/078,2077-12-08,28,Indrawati,4,Component C,Nutrition,NFS (Nutrition),,,,,,,,
304,C-6-Q-1449,Kalika Poshan Samuha,2077/078,1900-01-14,28,Indrawati,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
305,C-6-Q-1450,Kotdada Devithan Poshan Samuha,2077/078,1900-01-19,28,Indrawati,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
306,C-6-Q-1452,Lakuribot Poshan Samuha,2077/078,2077-12-08,28,Indrawati,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
307,C-6-Q-1453,Narayanthan Poshan Samuha,2077/078,1900-01-17,28,Indrawati,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
308,C-6-Q-1454,Naulingeswori Poshan Samuha,2077/078,2077-07-10,28,Indrawati,1,Component C,Nutrition,NFS (Nutrition),,,,,,,,
309,C-6-Q-1455,Panchakanya Poshan Samuha,2077/078,1900-01-19,28,Indrawati,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
310,C-6-Q-1456,Saphal Balbalika Poshan Samuha,2077/078,1900-01-21,28,Indrawati,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
311,C-6-Q-1457,Singpal Mahila Poshan Samuha,2077/078,1900-01-19,28,Indrawati,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
312,C-5-P-1458,Pipalbot Poshan Samuha,2077/078,1900-01-29,25,Tamakoshi,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
313,C-5-P-1459,Gupteshwor DoleMahadev Poshan Samuha,2077/078,2077-12-06,25,Tamakoshi,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
314,A-1-B-1461,Jagdamba Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-05-12,22,166,1,Component A,Crop,FFS (Crop),,,,,,,,
315,A-1-B-1462,Puran Dehi Pokhari Bali Utpadan Krishak  Samuha,2077/078,2077-10-02,22,166,4,Component A,Crop,FFS (Crop),,,,,,,,
316,A-1-A-1463,Shree Ma Kali Bandi Biu Utpadan Krishak Samuha,2077/078,2077-08-30,22,Rajgadh,4,Component A,Crop,Seed Producers,,,,,,,,
317,A-1-A-1466,Shree Mahanth Krishak Samuha,2077/078,2077-06-26,22,Rajgadh,6,Component A,Crop,Others,,,,,,,,
318,C-6-Q-1468,Bhimeshwori Bakharapalan Krisak Samuha ,2077/078,2077-08-05,28,Indrawati,9,Component A,Livestock,Promotion Program (Goat),,,,,,,,
319,C-6-Q-1469,Bikasit Bakharapalan Krisak Samuha ,2077/078,2077-07-20,28,Indrawati,8,Component A,Livestock,Promotion Program (Goat),,,,,,,,
320,C-6-Q-1470,Bindabasini Milk Prodction Group,2077/078,2077-06-13,28,Indrawati,6,Component A,Livestock,FFS (Dairy),,,,,,,,
321,C-6-Q-1473,Deurali  Bakhra Palan  Krishak Samuha,2077/078,2077-06-15,28,Indrawati,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
322,C-6-Q-1474,Dobato Dugdha Utpadan krishak Samuha,2077/078,2077-06-11,28,Indrawati,7,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
323,C-6-Q-1475,Gairigaun Bakhra Palan krishak Samuha,2077/078,2077-06-19,28,Indrawati,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
324,C-6-Q-1476,Hamro Samudaik Kukhura Palan krisak samuha,2077/078,2077-06-30,28,Indrawati,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
325,C-6-Q-1477,Janajagaran Bakhra Palan Krishak Samuha,2077/078,2077-06-08,28,Indrawati,7,Component A,Livestock,FFS (Goat),,,,,,,,
326,C-6-Q-1478,Jyamire Kukhurapalan Krisak Samuha ,2077/078,2076-06-16,28,Indrawati,8,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
327,C-6-Q-1479,Kotdand  Kukhura Palan Krishak Samuha ,2077/078,2077-06-30,28,Indrawati,2,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
328,C-6-Q-1480,Manedanda Bakhra Palan Krishak samuha,2077/078,2077-09-24,28,Indrawati,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
329,C-6-Q-1482,Panchakanya Bakhra Palan Krishak Samuha,2077/078,2077-06-13,28,Indrawati,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
330,B-3-F-1483,Bajrang Bakhra Palan Krishak Samuha,2077/078,2077-05-10,20,Mukhiyapatti Musaharmiya,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
331,C-6-Q-1484,Paurakhi Kukhura Palan Krishak Samuha ,2077/078,2077-06-08,28,Indrawati,4,Component A,Livestock,FFS (Poultry),,,,,,,,
332,C-6-Q-1485,Sagarmatha Bakhra Palan Krishak Samuha,2077/078,2077-06-06,28,Indrawati,8,Component A,Livestock,Promotion Program (Goat),,,,,,,,
333,C-6-Q-1486,Setidevi Kukhurapalan Samuha ,2077/078,2077-08-25,28,Indrawati,9,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
334,C-6-Q-1487,Sundaripur Dugdha Utpadan Krishak Samuha,2077/078,2077-07-22,28,Indrawati,8,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
335,C-6-Q-1489,  Baladevi  Bakhra Palan Krishak Samuha,2077/078,2077-06-06,28,Indrawati,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
336,C-6-Q-1490,Ujjyalo Dugdha Utpadan Krishak Samuha,2077/078,2077-07-18,28,Indrawati,5,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
